Make,Title_URL,Sale_Type,Price,Model,Additional_Comments,Year,Car_Type,Mileage,Engine_Size,Engine_Type,Transmission,Dealership_Location,Prior_Owners,Information/Detail,Predicted_Price,Price_Diff_Percent
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202308140774299?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=7&postcode=wr117jh&fromsra,Private seller,34995.0,4.3 V8 Euro 4 2dr,"Low Miles, Full Aston History",2006.0,Coupe,30150.0,4.3L,385PS,Manual,Unknown,4.0,"Here we have my lovely Aston Martin Vantage in Meteorite Silver (Grey) with Obsidian black leather interior. This car is the more desirable manual and is fitted with the optional N400 Sill kit and rear diffuser, also both the Pro-drive Carbon Fibre front splitter and rear spoiler, the rear lights…",46276.415,32.2372196028004
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202305187504442?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=9&postcode=wr117jh&fromsra,Finance available,38950.0,4.7 V8 Sportshift II Euro 5 2dr,Unknown,2014.0,Coupe,23500.0,4.7L,426PS,Automatic,Unknown,1.0,"Next MOT due 20/02/2024, Black, 1 owner, £38,950",45880.66,17.793735558408226
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202308070514309?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=10&postcode=wr117jh&fromsra,Private seller,36995.0,4.3 V8 Sportshift Euro 4 2dr,Only 1 owner from new,2008.0,Coupe,19000.0,4.3L,385PS,Automatic,Unknown,1.0,**** open to sensible offers**** 1 owner carLow mileage 19k miles2008 Aston Martin Vantage 4.3 V8Stunning condition and a super desirable colour combination of Black exterior & red leather interior. Red brake calipersAston Martin Service history Satellite navigation. Premium Bose audio system…,46464.885,25.5977429382349
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202309162053020?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=12&postcode=wr117jh&fromsra,Private seller,36500.0,4.7 V8 Euro 4 2dr,Low mileage 4.7 MANUAL,2008.0,Coupe,37600.0,4.7L,426PS,Manual,Unknown,6.0,"Excellent condition, low mileage 4.7 V8 Vantage with coveted manual gearbox in the ideal Aston Martin specification for this period of vehicle.  Meteorite silver exterior, Obsidian black interior, Sports Pack with 5-spoke alloy wheels and Premium Audio.  Only 37600miles, with 9 service stamps…",46276.415,26.784698630136987
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202310032629025?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=14&postcode=wr117jh&fromsra,Private seller,35999.0,4.3 V8 Euro 4 2dr,Beautiful colour combination,2008.0,Coupe,35500.0,4.3L,385PS,Manual,Unknown,2.0,"A truly beautiful car, finished in a great colour combination of grey with an all black interior. FSH - 12 stamps from Aston Martin and 2 from McGurk performance (AM specialist). An excellent Low mileage example. Next MOT due 23/01/2024, Grey, 2 owners, £35,999",46276.415,28.549168032445348
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202312034518596?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=15&postcode=wr117jh&fromsra,Finance available,38995.0,4.7 V8 Sportshift Euro 4 2dr,Rare and desirable spec,2011.0,Coupe,34733.0,4.7L,426PS,Automatic,Unknown,6.0,"Welcome to the sale of this rarely specified 2011 V8 Vantage. Finished in Midnight Blue, over Baltic Blue Hides, this V8 Vantage presents absolutely as one would hope from a low mileage, 'enthusiast' owned Aston Martin. For further details please do not hesitate to call. Next MOT due 27/11/2024…",46474.695,19.181164251827155
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202312285104112?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=16&postcode=wr117jh&fromsra,Finance available,37495.0,4.3 V8 Sportshift Euro 4 2dr,Unknown,2010.0,Coupe,34575.0,4.3L,385PS,Automatic,Unknown,6.0,"Hi and welcome to this superb, unique Aston Martin 4.7 sportshift ( ULEZ compliant) with only 35,000 miles.A real head turner with all decal done by Aston Martin for the 50th anniversary special edition and in superb condition, Never been smoked in and everything works as it should. It's got…",46474.695,23.949046539538603
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202301093080782?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=31&postcode=wr117jh&fromsra,Private seller,38895.0,4.7 V8 Euro 4 2dr,Great Spec Thousands invested,2009.0,Coupe,40500.0,4.7L,426PS,Manual,Unknown,,"Aston Martin V8 Vantage 4.7 2009 (59) 39,900 (still in use) Genuine Example, Great Spec! Onyx Black, Obsidian leather with red contrasting stitching, Alcantara roof lining.6 speed Manual, Sports Pack supplied from factory. Upgraded  discs & pads Front & Rear, Lightweight flywheel & twin plate…",46276.415,18.97779920298239
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202308281273711?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=33&postcode=wr117jh&fromsra,Private seller,35000.0,4.3 V8 Euro 4 2dr,"Well Spec'd, Beautiful car.",2006.0,Coupe,49500.0,4.3L,385PS,Manual,Unknown,6.0,"Onyx Black paint with two-tone black/iron ore leather interior. Full-service history, last one carried out in May '23.  MOT till May '24. New clutch and flywheel. The paintwork is in great condition for its age. I have had the doors resprayed to remove the oxidation around the door handles and wing…",46276.415,32.21832857142857
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202306018027100?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=35&postcode=wr117jh&fromsra,Private seller,36000.0,4.3 V8 Euro 4 2dr,**Very low mileage **,2008.0,Coupe,13145.0,4.3L,385PS,Manual,Unknown,2.0,"Stunning V8 VANTAGE*** Stand out from the crowd.*** First registered in March 2008, this car has very low mileage - 13145 miles. Beautiful inside and out with grey leather interior , finished in a white grey and blue strip wrap fitted with NEW V 12 alloy wheels/ tyres and comes with the original 7…",46276.415,28.545597222222224
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202308010301427?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=40&postcode=wr117jh&fromsra,Private seller,38000.0,4.7 V8 Sportshift Euro 4 2dr,"Full serv history, low mileage",2010.0,Coupe,28755.0,4.7L,426PS,Automatic,Unknown,3.0,"Unleash Your Inner Speed Demon! Introducing the Aston Martin V8 Vantage Coupe with Sportshift, a breathtaking masterpiece finished in the timeless and elegant Onyx Black, perfectly twinned with the Obsidian Black hides. This stunning piece of automotive excellence is not just a car; it's a work of…",46464.885,22.27601315789474
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202205095497465?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=67&postcode=wr117jh&fromsra,Private seller,34950.0,4.3 V8 Roadster Euro 4 2dr,MANUAL GEARBOX PRIVATE SALE,2007.0,Convertible,29950.0,4.3L,385PS,Manual,Unknown,,MANUAL TRANSMISSION. Aston Martin Titanium Silver. Obsidian black leather interior. FULLY DOCUMENTED SERVICE HISTORY. 17  Service stamps. Recent service and MOT.  New tyres. Aston Martin Owners Club Member. My pride and joy since May 2017. In excellent condition and very reluctant sale. Please call…,45203.515,29.337668097281828
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202305237699960?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=72&postcode=wr117jh&fromsra,Finance available,39995.0,4.7 V8 Sportshift Euro 4 2dr,Unknown,2011.0,Coupe,36495.0,4.7L,426PS,Automatic,Unknown,5.0,"ASTON MARTIN V8 , VANTAGE 47 2011 , SPORTSHIFT , JUST HAD LIGHT FLYWHEEL AND TWIN PLATE CLUTCH FITTED AT BAMFORD ROSE, PRIVATE NUMBER PLATE NOT INCLUDED Next MOT due 09/08/2023, Black, 5+ owners, £39,995",46474.695,16.201262657832228
